imdb_id,movie_name,log_roi_point_prediction,roi_gt_1_uncalibrated_probability,roi_gt_2_uncalibrated_probability,calibrated_probability_roi_gt_1,calibrated_probability_roi_gt_2,recommended_action,expected_cost_greenlight,expected_cost_pass,expected_cost_refer,decision_rationale,shap_rationale,full_rationale,log_roi_lower_0.5,log_roi_upper_0.5,log_roi_lower_0.8,log_roi_upper_0.8,log_roi_lower_0.9,log_roi_upper_0.9,log_roi_lower_0.95,log_roi_upper_0.95,conf_roi_gt_2_class0_in_set_0.5,conf_roi_gt_2_class1_in_set_0.5,conf_roi_gt_2_set_size_0.5,conf_roi_gt_2_class0_in_set_0.8,conf_roi_gt_2_class1_in_set_0.8,conf_roi_gt_2_set_size_0.8,conf_roi_gt_2_class0_in_set_0.9,conf_roi_gt_2_class1_in_set_0.9,conf_roi_gt_2_set_size_0.9,conf_roi_gt_2_class0_in_set_0.95,conf_roi_gt_2_class1_in_set_0.95,conf_roi_gt_2_set_size_0.95,top_positive_shap,top_negative_shap,primary_genre_bucketed,release_year_parsed,budget,revenue,n_scenes,log_roi,roi_gt_1,roi_gt_2,true_label,decade_bucket,budget_tier,length_tier
tt0829482,Superbad_2007,1.1637189463248037,,0.6510763168334961,0.8363636363636363,0.7124999761581421,Refer,14375001.192092896,71249997.61581421,5000.0,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.","Top features pushing probability up: Genre=Horror (+0.168 log-odds), Network: max_betweenness_centrality (+0.134 log-odds), Genre=Drama (+0.086 log-odds). Top features pulling probability down: release_year_parsed (-0.111 log-odds), Genre=Action (-0.092 log-odds), topic_dominant_id (-0.073 log-odds).","Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred. Top features pushing probability up: Genre=Horror (+0.168 log-odds), Network: max_betweenness_centrality (+0.134 log-odds), Genre=Drama (+0.086 log-odds). Top features pulling probability down: release_year_parsed (-0.111 log-odds), Genre=Action (-0.092 log-odds), topic_dominant_id (-0.073 log-odds).",0.4782898673582652,1.8491480252913421,-0.3102167617621132,2.6376546544117208,-0.8323321496846423,3.15977004233425,-1.3411504047881349,3.668588297437742,False,True,1,False,True,1,False,True,1,True,True,2,genre_Horror=+0.168; network_max_betweenness_centrality=+0.134; genre_Drama=+0.086; network_n_significant_characters=+0.084; topic_15_proportion=+0.072,release_year_parsed=-0.111; genre_Action=-0.092; topic_dominant_id=-0.073; embed_pc_06=-0.048; network_lead_role_count=-0.045,Comedy,2007,20000000.0,170812526.0,152,2.14483434234797,True,True,1,2000s,10M_50M,131_200
tt10451852,Nine Days_2020,0.5290819713629269,,0.4363495111465454,0.7966101694915254,0.5600000023841858,Refer,21999999.88079071,56000000.23841858,5000.0,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.","Top features pushing probability up: Topic 12 proportion (+0.191 log-odds), Network: lead_role_count (+0.110 log-odds), Embedding PC 03 (+0.074 log-odds). Top features pulling probability down: release_year_parsed (-0.208 log-odds), Genre=Romance (-0.138 log-odds), Embedding PC 14 (-0.084 log-odds).","Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred. Top features pushing probability up: Topic 12 proportion (+0.191 log-odds), Network: lead_role_count (+0.110 log-odds), Embedding PC 03 (+0.074 log-odds). Top features pulling probability down: release_year_parsed (-0.208 log-odds), Genre=Romance (-0.138 log-odds), Embedding PC 14 (-0.084 log-odds).",-0.1563471076036116,1.2145110503294654,-0.94485373672399,2.0030176794498438,-1.466969124646519,2.525133067372373,-1.9757873797500116,3.0339513224758656,False,True,1,True,True,2,True,True,2,True,True,2,topic_12_proportion=+0.191; network_lead_role_count=+0.110; embed_pc_03=+0.074; genre_Science Fiction=+0.057; log_parse_warning_count=+0.052,release_year_parsed=-0.208; genre_Romance=-0.138; embed_pc_14=-0.084; network_n_significant_characters=-0.079; embed_pc_06=-0.063,Drama,2021,10000000.0,969204.0,141,-2.333865255927183,False,False,0,2020s,10M_50M,131_200
tt0042192,All About Eve_1950,1.932908346184235,,0.7079195976257324,0.9180327868852459,0.7124999761581421,Refer,14375001.192092896,71249997.61581421,5000.0,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.","Top features pushing probability up: release_year_parsed (+0.795 log-odds), Genre=Action (+0.152 log-odds), Topic 10 proportion (+0.111 log-odds). Top features pulling probability down: Embedding PC 12 (-0.319 log-odds), Genre=Romance (-0.114 log-odds), Topic 19 proportion (-0.084 log-odds).","Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred. Top features pushing probability up: release_year_parsed (+0.795 log-odds), Genre=Action (+0.152 log-odds), Topic 10 proportion (+0.111 log-odds). Top features pulling probability down: Embedding PC 12 (-0.319 log-odds), Genre=Romance (-0.114 log-odds), Topic 19 proportion (-0.084 log-odds).",1.2474792672176964,2.6183374251507736,0.45897263809731803,3.4068440542711516,-0.06314274982521106,3.9289594421936807,-0.5719610049287036,4.437777697297173,False,True,1,False,True,1,False,True,1,True,True,2,release_year_parsed=+0.795; genre_Action=+0.152; topic_10_proportion=+0.111; genre_Thriller=+0.102; genre_Science Fiction=+0.088,embed_pc_12=-0.319; genre_Romance=-0.114; topic_19_proportion=-0.084; embed_pc_00=-0.057; network_diameter=-0.044,Drama,1950,1400000.0,8400000.0,54,1.7917594692280545,True,True,1,pre_1980,under_10M,under_60
tt0120184,Sphere_1998,0.7139438626270924,,0.7291817665100098,0.6607142857142857,0.7124999761581421,Refer,14375001.192092896,71249997.61581421,5000.0,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.","Top features pushing probability up: Embedding PC 13 (+0.435 log-odds), Genre=Action (+0.233 log-odds), Embedding PC 06 (+0.179 log-odds). Top features pulling probability down: Genre=Horror (-0.131 log-odds), Embedding PC 05 (-0.085 log-odds), Network: max_betweenness_centrality (-0.083 log-odds).","Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred. Top features pushing probability up: Embedding PC 13 (+0.435 log-odds), Genre=Action (+0.233 log-odds), Embedding PC 06 (+0.179 log-odds). Top features pulling probability down: Genre=Horror (-0.131 log-odds), Embedding PC 05 (-0.085 log-odds), Network: max_betweenness_centrality (-0.083 log-odds).",0.028514783660553933,1.399372941593631,-0.7599918454598245,2.187879570714009,-1.2821072333823536,2.709994958636538,-1.790925488485846,3.218813213740031,False,True,1,False,True,1,False,True,1,True,True,2,embed_pc_13=+0.435; genre_Action=+0.233; embed_pc_06=+0.179; network_lead_role_count=+0.086; network_top1_eigenvector_centrality=+0.083,genre_Horror=-0.131; embed_pc_05=-0.085; network_max_betweenness_centrality=-0.083; release_year_parsed=-0.073; topic_18_proportion=-0.066,Science Fiction,1998,80000000.0,37020277.0,188,-0.7705608451145984,False,False,0,1990s,50M_150M,131_200
tt1013752,Fast & Furious_2009,0.6174848446120673,,0.26601529121398926,0.6607142857142857,0.375,Refer,31250000.0,37500000.0,5000.0,"Recommended Refer to human reader: at probability 0.375, expected losses from Greenlight ($31.2M) and Pass ($37.5M) both exceed the human-reader cost ($5.0K). Manual review is preferred.","Top features pushing probability up: Network: max_betweenness_centrality (+0.077 log-odds), Topic 10 proportion (+0.067 log-odds), Topic 01 proportion (+0.051 log-odds). Top features pulling probability down: release_year_parsed (-0.153 log-odds), Topic 18 proportion (-0.138 log-odds), Embedding PC 11 (-0.121 log-odds).","Recommended Refer to human reader: at probability 0.375, expected losses from Greenlight ($31.2M) and Pass ($37.5M) both exceed the human-reader cost ($5.0K). Manual review is preferred. Top features pushing probability up: Network: max_betweenness_centrality (+0.077 log-odds), Topic 10 proportion (+0.067 log-odds), Topic 01 proportion (+0.051 log-odds). Top features pulling probability down: release_year_parsed (-0.153 log-odds), Topic 18 proportion (-0.138 log-odds), Embedding PC 11 (-0.121 log-odds).",-0.06794423435447117,1.3029139235786058,-0.8564508634748496,2.091420552698984,-1.3785662513973787,2.6135359406215133,-1.8873845065008712,3.1223541957250056,True,False,1,True,False,1,True,True,2,True,True,2,network_max_betweenness_centrality=+0.077; topic_10_proportion=+0.067; topic_01_proportion=+0.051; log_total_dialogue_chars=+0.045; embed_pc_06=+0.042,release_year_parsed=-0.153; topic_18_proportion=-0.138; embed_pc_11=-0.121; genre_Romance=-0.098; network_modularity=-0.095,Action,2009,85000000.0,363164265.0,103,1.452203996079092,True,True,1,2000s,50M_150M,60_130
tt1440728,The American_2010,0.6463840819772895,,0.34391751885414124,0.6818181818181818,0.5600000023841858,Refer,21999999.88079071,56000000.23841858,5000.0,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.","Top features pushing probability up: Network: top1_dialogue_share (+0.135 log-odds), Network: mean_clustering_coefficient (+0.122 log-odds), Topic 12 proportion (+0.110 log-odds). Top features pulling probability down: Genre=Romance (-0.212 log-odds), Network: lead_role_count (-0.179 log-odds), release_year_parsed (-0.114 log-odds).","Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred. Top features pushing probability up: Network: top1_dialogue_share (+0.135 log-odds), Network: mean_clustering_coefficient (+0.122 log-odds), Topic 12 proportion (+0.110 log-odds). Top features pulling probability down: Genre=Romance (-0.212 log-odds), Network: lead_role_count (-0.179 log-odds), release_year_parsed (-0.114 log-odds).",-0.039044996989249015,1.331813160943828,-0.8275516261096274,2.1203197900642063,-1.3496670140321565,2.6424351779867354,-1.858485269135649,3.151253433090228,False,True,1,True,True,2,True,True,2,True,True,2,network_top1_dialogue_share=+0.135; network_mean_clustering_coefficient=+0.122; topic_12_proportion=+0.110; network_n_components=+0.042; topic_dominant_id=+0.040,genre_Romance=-0.212; network_lead_role_count=-0.179; release_year_parsed=-0.114; embed_pc_11=-0.098; topic_15_proportion=-0.096,Crime,2010,20000000.0,67876281.0,168,1.2219543774501958,True,True,1,2010s,10M_50M,131_200
tt0115798,The Cable Guy_1996,1.193110159509038,,0.7710649371147156,0.6818181818181818,0.7124999761581421,Refer,14375001.192092896,71249997.61581421,5000.0,"Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred.","Top features pushing probability up: Network: lead_role_count (+0.201 log-odds), Genre=Science Fiction (+0.198 log-odds), Embedding PC 05 (+0.148 log-odds). Top features pulling probability down: release_year_parsed (-0.081 log-odds), Genre=Romance (-0.063 log-odds), Embedding PC 13 (-0.056 log-odds).","Recommended Refer to human reader: at probability 0.712, expected losses from Greenlight ($14.4M) and Pass ($71.2M) both exceed the human-reader cost ($5.0K). Manual review is preferred. Top features pushing probability up: Network: lead_role_count (+0.201 log-odds), Genre=Science Fiction (+0.198 log-odds), Embedding PC 05 (+0.148 log-odds). Top features pulling probability down: release_year_parsed (-0.081 log-odds), Genre=Romance (-0.063 log-odds), Embedding PC 13 (-0.056 log-odds).",0.5076810805424996,1.8785392384755766,-0.2808255485778788,2.667045867595955,-0.8029409365004079,3.189161255518484,-1.3117591916039004,3.697979510621977,False,True,1,False,True,1,False,True,1,True,True,2,network_lead_role_count=+0.201; genre_Science Fiction=+0.198; embed_pc_05=+0.148; embed_pc_14=+0.139; topic_15_proportion=+0.114,release_year_parsed=-0.081; genre_Romance=-0.063; embed_pc_13=-0.056; embed_pc_12=-0.044; embed_pc_11=-0.034,Comedy,1996,47000000.0,102825796.0,133,0.7828886536845125,True,True,1,1990s,10M_50M,131_200
tt1499658,Horrible Bosses_2011,0.665520769062343,,0.4732089936733246,0.6607142857142857,0.5600000023841858,Refer,21999999.88079071,56000000.23841858,5000.0,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.","Top features pushing probability up: Embedding PC 05 (+0.144 log-odds), Network: lead_role_count (+0.131 log-odds), Network: max_betweenness_centrality (+0.087 log-odds). Top features pulling probability down: Genre=Romance (-0.154 log-odds), Genre=Horror (-0.127 log-odds), release_year_parsed (-0.120 log-odds).","Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred. Top features pushing probability up: Embedding PC 05 (+0.144 log-odds), Network: lead_role_count (+0.131 log-odds), Network: max_betweenness_centrality (+0.087 log-odds). Top features pulling probability down: Genre=Romance (-0.154 log-odds), Genre=Horror (-0.127 log-odds), release_year_parsed (-0.120 log-odds).",-0.019908309904195454,1.3509498480288815,-0.8084149390245738,2.1394564771492597,-1.330530326947103,2.661571865071789,-1.8393485820505955,3.1703901201752815,False,True,1,True,True,2,True,True,2,True,True,2,embed_pc_05=+0.144; network_lead_role_count=+0.131; network_max_betweenness_centrality=+0.087; embed_pc_03=+0.083; embed_pc_06=+0.082,genre_Romance=-0.154; genre_Horror=-0.127; release_year_parsed=-0.120; genre_Action=-0.108; topic_18_proportion=-0.069,Comedy,2011,35000000.0,209838559.0,119,1.790990406908758,True,True,1,2010s,10M_50M,60_130
tt3829266,The Predator_2018,0.7446792292708545,,0.553173840045929,0.9180327868852459,0.5600000023841858,Refer,21999999.88079071,56000000.23841858,5000.0,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.","Top features pushing probability up: Network: lead_role_count (+0.217 log-odds), Topic 01 proportion (+0.110 log-odds), Network: top1_eigenvector_centrality (+0.091 log-odds). Top features pulling probability down: Embedding PC 05 (-0.097 log-odds), release_year_parsed (-0.087 log-odds), Network: max_betweenness_centrality (-0.072 log-odds).","Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred. Top features pushing probability up: Network: lead_role_count (+0.217 log-odds), Topic 01 proportion (+0.110 log-odds), Network: top1_eigenvector_centrality (+0.091 log-odds). Top features pulling probability down: Embedding PC 05 (-0.097 log-odds), release_year_parsed (-0.087 log-odds), Network: max_betweenness_centrality (-0.072 log-odds).",0.05925015030431602,1.430108308237393,-0.7292564788160624,2.2186149373577715,-1.2513718667385914,2.7407303252803006,-1.7601901218420841,3.249548580383793,False,True,1,True,True,2,True,True,2,True,True,2,network_lead_role_count=+0.217; topic_01_proportion=+0.110; network_top1_eigenvector_centrality=+0.091; embed_pc_01=+0.074; network_top1_dialogue_share=+0.070,embed_pc_05=-0.097; release_year_parsed=-0.087; network_max_betweenness_centrality=-0.072; genre_Action=-0.071; embed_pc_06=-0.046,Science Fiction,2018,88000000.0,160542134.0,215,0.6012196107742263,True,False,0,2010s,50M_150M,over_200
tt3960412,Popstar: Never Stop Never Stopping_2016,1.043324097163428,,0.47727298736572266,0.6818181818181818,0.5600000023841858,Refer,21999999.88079071,56000000.23841858,5000.0,"Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred.","Top features pushing probability up: Genre=Science Fiction (+0.151 log-odds), Embedding PC 05 (+0.119 log-odds), Genre=Romance (+0.111 log-odds). Top features pulling probability down: Embedding PC 03 (-0.139 log-odds), Genre=Horror (-0.134 log-odds), Network: lead_role_count (-0.118 log-odds).","Recommended Refer to human reader: at probability 0.560, expected losses from Greenlight ($22.0M) and Pass ($56.0M) both exceed the human-reader cost ($5.0K). Manual review is preferred. Top features pushing probability up: Genre=Science Fiction (+0.151 log-odds), Embedding PC 05 (+0.119 log-odds), Genre=Romance (+0.111 log-odds). Top features pulling probability down: Embedding PC 03 (-0.139 log-odds), Genre=Horror (-0.134 log-odds), Network: lead_role_count (-0.118 log-odds).",0.3578950181968896,1.7287531761299666,-0.43061161092348876,2.5172598052503448,-0.9527269988460179,3.039375193172874,-1.4615452539495104,3.5481934482763666,False,True,1,True,True,2,True,True,2,True,True,2,genre_Science Fiction=+0.151; embed_pc_05=+0.119; genre_Romance=+0.111; network_top1_dialogue_share=+0.079; embed_pc_14=+0.059,embed_pc_03=-0.139; genre_Horror=-0.134; network_lead_role_count=-0.118; genre_Action=-0.103; topic_15_proportion=-0.088,Comedy,2016,20000000.0,9496130.0,135,-0.7448479263656047,False,False,0,2010s,10M_50M,131_200
